Gene	DPKM	RPKM		Gene	DPKM	RPKM
nagD	97.31826	95.05324		nrdD	442.754902668083	463.983714569688
nagE	169.36977	142.09173		nrdE	73.5860712359774	80.0678521722292
nagK	26.78386	24.55766		nrdF	36.5375284261971	14.5585032461047
nagZ	130.94334	189.74462		nrdG	301.729267003434	329.050041464599
nanA	40.98471	38.89208		nrdH	71.2927383925797	62.432605719023
nanE	35.40128	51.02616		nrdR	350.760272891492	255.632385203397
nanK	41.82686	37.65303		nrfA	36.6138071911787	33.4529281499884
nanR	77.10506	60.31431		nsrR	41.1690461140249	48.6710524865904
nanS	24.89998	16.22073		nudB	503.298404811192	438.545641774809
nanT	24.57433	18.4666		nudC	90.6357294293262	108.838422768391
napC	20.25446	17.14243		nudE	312.620564074414	376.500329584871
napD	46.26304	29.30682		nudF	83.5143506884506	89.5298430916913
napG	17.54805	0.04501		nudI	329.352368912199	388.917761999329
narG	6.52427	3.08721		nudK	121.791761420657	135.719380078155
narH	7.93596	14.26774		nudL	151.450895030869	128.252099427052
narL	150.08838	147.86223		nuoA	2607.00202824758	2350.54753033781
narV	17.93457	4.36971		nuoB	1772.31812094495	1886.21331898217
narX	54.37259	44.15326		nuoC	2252.22955792974	2224.89152779868
narY	7.90514	0.02027		nuoE	2310.39700706971	2492.06474990372
narZ	3.26475	5.99516		nuoF	2175.86716367667	2162.5471761163
ndh	28.07688	35.74044		nuoG	2193.0556115878	2100.65971958325
ndk	2431.37968	2135.97027		nuoH	1542.19751884807	1337.54101555057
nei	61.68405	49.71481		nuoI	1388.82980979136	1374.12612995715
nemA	133.48024	128.94716		nuoJ	1327.2010325624	1477.24488180136
nemR	20.35574	24.64146		nuoK	636.693564654524	357.982997891378
nepI	71.78345	64.14691		nuoL	771.215583719079	681.665423136507
nfi	199.92242	128.60508		nuoM	1180.66366365437	1169.59896968404
nfo	185.05215	145.99561		nuoN	1311.14093776312	1314.65661022709
nfsA	337.85455	349.32853		nupC	481.09264361676	576.06845543053
nfsB	840.37446	802.92614		nupG	83.7136689478502	71.4160467662781
nfuA	1463.06859	1324.84828		nusA	742.536868016264	813.671185500565
nhaA	94.19107	95.60899		nusB	1252.71526032676	1245.31196997449
nhaB	213.85404	223.95972		nusG	899.385315106391	992.390280444531
nhaR	13.48062	13.13806		obgE	74.757091409099	50.2127404615375
nikC	14.64442	21.48353		ogt	33.9883985359973	24.0347383004948
nikD	15.96528	21.12827		ompA	7244.3284026581	7309.52401508259
nikR	91.14509	42.15479		ompF	24479.1375020693	24962.7581067305
nirB	4.80088	2.05625		ompG	19.3576309542766	14.6210133757546
nlpA	14.91263	7.41982		ompR	438.450341114365	463.365694891588
nlpC	78.7964	121.65795		ompW	27.4460307426833	29.142543772835
nlpD	149.98964	156.89422		ompX	3500.80504920772	3692.12273991935
nlpE	51.53351	29.69381		oppA	655.526245293536	765.262500139054
nlpI	814.22947	893.59803		oppB	152.338880734633	161.338461717221
nmpC	80.05065	80.33346		oppC	289.406165752056	326.2608466918
norR	8.06168	6.53356		oppD	380.509171775781	450.339499592751
npr	134.21365	162.70065		oppF	314.113677216262	350.531126214231
nrdA	523.58588	531.2181		orn	289.088136998483	267.014306607702
nrdB	280.76878	308.89067		osmC	81.1945076137714	90.0351879627841
nrdD	376.85235	354.68192		osmF	19.1045900267697	26.8521413028778
nrdE	51.24521	66.92652		osmY	28.9406165752056	23.0629754393737
nrdF	25.44467	12.23589		otsA	12.3073779961927	17.2714874831752
nrdG	157.5928	187.26971		otsB	21.8951481205676	0.6231569072704
nrdR	298.55081	255.81177		oxyR	573.137700803092	588.57216886931
nrfA	8.49926	16.82814		pabA	62.1915377467185	82.3064317256981
nrfD	12.76222	0.19639		pabB	38.6299860012657	41.1305731443418
nth	57.61058	57.03312		pabC	64.9556060910171	44.5583819335397
nudB	323.53489	346.70637		pagB	128.48361644377	199.856375922857
nudC	110.45749	159.29048		pagP	31.2620564074414	26.5555586036957
nudE	304.79178	236.07381		pal	2116.6568191728	2121.05090112252
nudF	116.3185	62.39918		panB	176.48315617182	182.610659833371
nudG	59.86981	57.58068		panC	288.183322798174	297.118749114899
nudI	200.69036	275.59141		panD	2807.92344440696	2768.44608582671
nudJ	26.43602	37.35815		panE	115.381668714307	103.399895813861
nudK	21.20389	29.8012		panF	157.020783319194	133.672207627026
nudL	21.09403	12.7135		parC	232.908547736715	228.659625725489
nuoA	2255.63571	2062.22665		parE	185.293329578179	194.08971290918
nuoB	1621.09036	1797.98184		pbpG	206.771865048575	175.683545761975
nuoC	1854.86111	1881.47969		pck	745.608713170455	787.272850072306
nuoE	1706.46896	1651.66308		pcm	167.827881766264	177.650635330773
nuoF	1414.86063	1370.17438		pcnB	501.802965510003	482.010530527071
nuoG	1683.99495	1560.73838		pdhR	160.478556224866	196.296681561785
nuoH	1273.79458	1234.34704		pdxA	496.024628331403	485.496752939696
nuoI	1259.58151	1399.53757		pdxB	416.46998100573	443.428817593089
nuoJ	814.22947	756.45784		pdxH	373.717185729139	357.603417584081
nuoK	524.00907	534.57372		pdxJ	263.549385369291	212.804351177974
nuoL	802.29451	789.2532		pdxK	123.507138342075	100.181249701565
nuoM	997.83024	1029.12287		pdxY	263.882149744757	291.392264300086
nuoN	720.40879	703.99261		pepA	719.151353150546	724.19221275495
nupC	426.40446	437.93558		pepB	409.766673938659	416.585208424534
nupG	48.58171	33.2427		pepD	878.103563823009	865.201583950659
nusA	673.05259	710.19764		pepE	25.4174110790936	21.5351772813856
nusB	959.62759	1185.68382		pepN	449.692657553195	420.872459317879
nusG	984.23343	903.34427		pepP	555.502694624535	566.037733488845
obgE	62.47285	71.11297		pepQ	684.667199337748	683.893653131043
ogt	71.00838	58.2163		pepT	14.29340965328	4.53743081906591
ompA	5525.9666	5357.37819		pfkA	528.143713076494	459.476748918175
ompF	19144.4864	16450.50745		pfkB	169.722712689432	147.143581904621
ompR	322.29917	279.3917		pflA	94.6721384322516	89.0726238556887
ompW	38.22674	8.43147		pflB	906.47639512037	917.46888169875
ompX	3148.03837	3484.29713		pflC	19.9522339528721	29.3102972002737
omrB	148.94442	239.89516		pflD	22.8955791704629	9.05598801754653
oppA	359.21889	360.09038		pgaA	7.23515414380141	11.2463685178265
oppB	318.26559	357.92901		pgaD	42.3623517984894	42.2913042218425
oppC	255.28647	284.56841		pgi	542.084058105034	553.950321316318
oppD	301.12037	323.92733		pgk	1084.82558626235	1087.78919575573
oppF	279.51161	327.07752		pgm	470.24533842857	432.815465852011
orn	134.21365	116.17377		pgpA	304.127404241178	342.753200986866
osmB	55.76914	48.34463		pgsA	255.5630403581	195.407232664944
osmC	56.54371	26.97335		pheA	347.436962812417	330.153137191386
osmE	216.16712	233.21976		pheL	365.375284261971	549.543501652412
otsA	25.71251	31.34587		pheP	76.4183601070789	102.640427970813
oxyR	306.00127	285.29308		pheS	712.927383925797	739.748337013273
oxyS	111.03129	197.34051		pheT	785.832269668963	780.092663306931
pabA	43.31008	39.26594		pheV	230.763337428613	355.668697001423
pabB	80.70556	83.96734		phnH	29.9795105035464	33.8672873485039
pabC	45.23497	46.25108		phnL	25.7533240008438	17.3092336604701
pal	1871.7919	2020.21089		phnM	15.4248141113233	17.3575822285315
panB	92.17692	107.21045		phnO	40.3172727461485	31.1581759507386
panC	372.71067	381.36469		phnP	23.1067373446306	40.9254367409935
panD	2211.88322	2350.6072		phoA	12.385602856338	0.62366469484151
panE	53.56773	61.13654		phoH	115.27332911927	103.83157863806
panF	58.88023	67.76056		phoP	208.785876721126	190.266153098621
parC	200.0431	163.24752		phoQ	132.045277269213	131.324486261769
parE	200.00882	191.50099		phoR	27.0648358712571	23.7605201533902
pbpC	21.12139	10.96946		phoU	96.6281743502734	69.229246205253
pbpG	287.99113	259.65591		pitA	210.456163734895	197.150930991645
pck	654.69468	677.97019		pldA	141.11045461152	139.549790872855
pcm	116.87504	134.78765		pldB	257.155625287018	254.885232301368
pcnB	532.91843	518.43503		pliG	43.6268996133697	74.1177531177774
pdhR	175.61812	206.86051		plsB	289.406165752056	283.281767003956
pdxA	505.80922	456.03154		plsC	118.8212306543	72.2657411197691
pdxB	268.54534	284.94547		plsX	491.26088640265	569.236715096254
pdxH	185.89714	160.86272		pmbA	233.321689284806	251.688536419098
pdxJ	200.22036	203.30574		pmrD	65.6854443617027	104.977971301705
pdxK	28.67005	36.39748		pncA	54.6355565251546	81.9953084128972
pdxY	197.903	179.64106		pncB	437.356948742509	375.725960292991
pepA	767.37897	770.77072		pnp	1469.7118175931	1460.91946637538
pepB	409.01714	359.27331		pntA	148.724186157515	205.480244521267
pepD	846.06149	895.18006		pntB	151.516316583798	185.705313758491
pepE	88.5032	105.54789		pnuC	48.7167045682628	46.075263020639
pepN	331.86161	375.19139		polA	176.198199514923	162.015636025211
pepP	377.64037	372.27239		polB	29.8265538173038	26.1034387648816
pepQ	449.29329	386.51611		potA	154.248141113233	146.593899716061
pepT	39.81562	30.22615		potB	127.087055395468	147.370356159008
pfkA	317.06755	261.39022		potC	66.1811835644325	25.6456652662047
pfkB	105.06187	115.56158		potD	251.260940466685	204.412222283541
pflA	148.3414	204.72551		potG	15.4656204978612	26.0375347316809
pflB	722.21405	762.18722		potI	62.1915377467185	66.2173057004652
pflD	5.31481	11.5863		poxB	30.6073536554531	37.0335398915161
pgaB	6.04925	4.18893		ppa	1915.63990844694	2094.50104936571
pgaD	29.50107	23.90906		ppc	985.355970226854	953.588839740876
pgi	384.90848	397.77544		ppdB	31.0957688733592	20.1511197607995
pgk	1259.11774	1289.58088		pphA	26.6940846949385	42.3116316932301
pgm	387.01949	425.0963		ppiA	948.827963319045	818.244672404046
pgpA	141.19586	164.10339		ppiB	1417.21322380401	1639.16238746152
pgpB	31.93057	31.03727		ppiC	248.766150986874	324.732571820993
pgsA	155.72695	176.81737		ppiD	777.593553685733	828.899396569214
pheA	262.99402	301.8533		ppk	161.210575349259	163.150715654843
pheP	35.47841	25.04546		ppsA	1282.72987564354	1328.0289135457
pheS	459.24528	481.35014		ppsR	252.345520065822	313.705877520617
pheT	618.85532	593.72414		ppx	159.229695865139	134.186982500121
pheV	321.40637	171.04493		pqiA	83.9139408831321	76.0878712162997
phnC	15.47965	31.12539		pqiB	74.8117583863634	90.7372892514919
phnH	20.87768	29.34272		pqqL	12.5450741377501	9.35182824185
phnL	53.80371	26.7242		prc	333.812851214451	317.249960525223
phnO	28.07688	19.2984		prfA	129.551347328344	155.463241263082
phnP	32.18298	36.19374		prfB	654.284403482765	655.108626706097
phoA	25.87594	27.4084		prfC	231.634142475514	218.157193987658
phoB	35.40128	44.67059		priA	39.8772479412793	34.2229481281084
phoH	34.40406	43.17697		priC	66.4318698658129	57.5940787757987
phoP	90.87383	122.07927		prkB	80.6345454922971	86.6779852227346
phoQ	91.9561	116.24787		prlC	1081.63960803544	1050.63853346499
phoR	28.27186	40.29084		prmA	198.843692115358	193.373316645577
phoU	134.58338	128.40206		prmB	300.759076434291	274.533833164239
phr	25.82123	18.36609		prmC	147.201553371729	117.674232894438
pitA	122.13442	137.15687		proA	335.655763532529	271.895491509353
pldA	42.11532	47.02184		proB	508.348221581873	424.165087409203
pldB	155.20503	180.62525		proC	259.822424364068	244.407465158863
pliG	60.76339	114.6205		proK	227.766410968501	144.60850948036
plsB	221.69614	211.56548		proL	683.299232905504	702.597896061475
plsC	148.94442	138.07129		proM	1594.36487677951	2086.85038681141
plsX	376.32455	362.72538		proP	268.379450316178	256.89334937655
pmbA	198.59255	194.12477		proQ	1580.67934135651	1501.51086631994
pmrD	91.48646	79.65888		proS	663.159329201483	641.810455514369
pncA	114.14432	144.32409		proV	597.721163281429	656.658673723071
pncB	294.42213	312.77021		proW	395.222842694639	357.822367355119
pnp	1372.29687	1351.31203		proX	847.758967713577	802.875764820869
pntA	175.27445	200.65271		proY	114.877818632585	117.39579084771
pntB	131.89462	133.00814		prpR	11.0510482952581	7.11306833021836
pnuC	67.85246	51.68442		prs	1295.00100751078	1110.40735845098
polA	201.58534	204.27402		psd	361.981705770374	409.993762018018
polB	31.15674	31.16407		psiE	42.6715660451937	26.0644736065658
potA	75.1927	96.06544		pspA	131.076335161245	76.562532224131
potB	14.75053	0.03783		pspB	77.9467273092205	124.403210155725
potC	61.45128	12.17495		pspD	79.0000614620478	21.7923541313833
potD	163.3125	180.61349		pspF	71.7301171557244	48.9176701803989
potF	32.92033	22.79636		psrD	726.426600662854	882.427621164505
potG	32.31069	47.86975		psrO	806.345454922971	769.24505215492
potH	12.80235	8.40557		pssA	297.473682761959	261.438608326917
potI	14.43669	14.81035		pstA	19.6835169972779	13.5312687883283
poxB	7.10497	6.28664		pstB	45.3178647146631	58.983083259625
ppa	1817.06578	1893.70908		pstC	18.2687642130986	19.1180344825221
ppc	718.43777	696.66127		pstS	67.3891014200754	66.2433336415847
ppiA	1001.80066	905.93282		pta	376.106586317218	389.509605022962
ppiB	986.94482	1087.35031		pth	149.897552517732	170.649122298663
ppiC	216.55039	127.18388		ptrA	91.0592608752576	112.157939492088
ppiD	554.56334	620.37031		ptrB	42.5473402342907	44.9351182297352
ppk	141.81065	185.88236		ptsA	7.00959777960616	10.5428009909336
pppA	30.15665	32.36802		ptsG	97.8410803044609	53.0154700028272
ppsA	1001.10181	948.63065		ptsH	2651.09508580779	2858.27358389661
ppsR	131.79974	138.81666		ptsI	1146.87242004452	1193.38841932508
ppx	63.36416	66.60897		ptsN	320.817322766609	236.385453403651
pqiA	19.47917	25.95337		purA	1620.13982859812	1609.67838951627
pqiB	74.42683	82.28963		purB	243.050517320874	276.586006316454
prc	315.91627	365.07849		purC	122.815221600663	125.298042528115
prfA	169.16125	205.1816		purD	27.1907188287979	25.4783108176143
prfB	655.6807	628.04542		purE	34.3882620481855	20.6284674308089
prfC	207.39807	143.87319		purF	23.1067373446306	8.52402483418716
prfH	24.37813	16.25591		purH	22.0603945214775	7.4860228178187
priA	38.87862	25.55482		purK	49.264083271277	54.1067968524201
priB	4265.01153	4519.98762		purL	58.6404777210571	39.600866922317
priC	69.39456	54.22355		purM	67.5838676091507	40.8374200182927
prkB	126.34595	107.83339		purN	137.230153713416	125.102631206273
prlC	807.05565	744.53652		purR	205.122966603212	157.551053701178
prmA	166.16928	129.30871		purU	187.238579835316	196.30721986848
prmB	274.90063	184.68673		putA	783.302653315596	740.230937274551
prmC	43.93325	39.2112		putP	220.823233430694	258.976158064979
proA	185.05215	169.6336		puuA	86.515923546175	82.9343910959939
proB	464.64182	421.48224		puuB	68.4543858102054	78.3207534952704
proC	256.3315	220.118		puuC	47.1451979692866	39.763653850137
proL	793.08066	600.84916		puuD	160.478556224866	136.569488757253
proM	634.46453	424.29633		puuE	55.4123653857018	62.5679749944564
proP	130.01668	131.88129		puuP	50.6147579930003	45.5433696524353
proQ	1310.45516	1250.84942		puuR	125.720527918098	73.7644593161962
proS	490.24288	457.17573		pykA	741.385192182295	782.502503413577
proV	416.25198	461.76049		pykF	484.064070869363	432.818347129475
proW	332.5726	264.65011		pyrB	131.160358453015	99.7641022669105
proX	701.07372	639.8843		pyrC	167.507293644457	168.473223747863
proY	62.22278	52.13809		pyrD	52.0415835150582	68.1330546150893
prpB	27.41513	36.10509		pyrF	95.0569845234397	88.4982186067151
prpD	25.23438	26.46998		pyrG	781.608666699601	844.24433910833
prs	940.48658	975.36911		pyrH	628.083133276777	530.404973409077
psd	327.70846	404.94775		pyrI	227.766410968501	114.689507518906
pspA	18.25627	2.62203		pyrL	129.911212182034	98.4076605255622
pspB	54.28196	38.28475		qmcA	19.1045900267697	30.4909828813052
pspC	33.92623	56.29599		qor	89.1159229907247	107.930367136761
pspD	55.01551	71.81919		qseB	79.7182438389755	96.6882413387651
pspE	116.3185	151.44852		qseC	129.911212182034	127.816192601698
pspF	37.46455	29.24204		qseD	38.4605562381022	40.922108603857
psrD	578.15111	500.6262		queA	245.630443201325	281.822006384409
psrO	561.53757	599.47445		queC	125.991477331714	112.705654156089
pssA	387.29942	421.0014		queD	239.590350335719	204.674039511081
pstA	13.70757	11.14441		queF	144.600819213218	98.5905706566479
pstB	15.77964	17.72592		rarA	221.834994016197	183.295441183296
pstC	38.16701	35.63093		rbfA	218.134498066848	221.207108531923
pstS	11.73241	6.28885		recB	99.0009237627695	81.0511083195406
pta	370.10431	383.48035		recC	114.525467551393	108.7261326845
pth	125.26607	71.85754		recD	47.9967532692245	43.7971392697553
ptrA	71.86865	67.57026		recF	114.307351500952	108.038054661989
ptrB	35.55587	52.46486		recJ	131.484531360709	148.247734488263
ptsA	14.64442	24.45066		recR	1099.74342985781	1063.7480622298
ptsG	136.27272	123.61359		ribB	455.881088620441	453.120387351289
ptsH	2414.28507	1972.67662		ribD	222.402346942069	179.285915512827
ptsI	897.63145	987.89894		ribE	744.713955183635	742.079121155125
ptsN	273.06476	206.15194		rimI	313.879438829076	343.417042424524
ptsP	217.41775	211.20973		rimN	244.858829243625	245.118254987634
purA	1353.91506	1291.92359		rimP	542.013666719745	581.026357627815
purB	97.99261	82.68502		rlmB	167.713245235003	167.117244972399
purC	68.42264	72.2994		rlmC	46.6436533100389	30.6691873386493
purD	75.74228	30.91109		rlmF	132.433759991394	90.0878254853378
purE	119.73963	111.59904		rlmH	449.692657553195	573.233373798441
purF	40.22873	26.66039		rlpA	499.245567476412	478.31115559993
purH	38.40705	46.43422		rluA	79.7182438389755	59.6302330759532
purK	11.43581	14.19547		rnhB	146.884536386722	72.0971103379903
purL	43.97844	56.26699		rnpB	47171.2091129938	43368.9014727887
purM	23.53264	22.54234		rnr	150.818299154819	160.313739338805
purN	133.79358	143.18792		rodZ	501.580271886256	481.124500279617
purR	190.46303	180.28028		rof	68.776524096371	61.584256782488
purT	10.35915	0.45166		rpe	258.672767619095	270.244782613679
purU	188.3449	182.85274		rpiR	118.101101983667	135.571247159493
putA	591.71862	543.92754		rplT	3094.9435843367	2929.82315580118
putP	218.53077	223.29429		rpmI	8591.85516931181	8842.53332692809
puuA	154.92738	149.00371		rpoN	403.594456255901	399.115452455628
puuB	47.67151	56.51016		rpoS	335.571258053291	361.301827513302
puuC	16.41592	10.84127		rpsA	6286.02639590488	6492.64862242445
puuD	63.86114	85.37296		rpsO	5781.04894210052	5777.18382781931
puuE	28.94181	10.21862		rraA	252.6051347984	272.643574561428
puuP	35.24803	29.40287		rraB	252.345520065822	239.12361723541
puuR	196.991	198.21623		rrlA	120.743639549567	48.9566191131517
pykA	626.33036	657.25901		rrmA	108.259343485028	132.063459645576
pykF	276.596	277.25966		rrsH	22.7470994093056	2.44021604843419
pyrB	78.2913	65.82702		rsmA	789.423971836084	773.012497697236
pyrC	128.31697	121.37633		rsmG	84.3173732912241	139.616415322956
pyrD	24.16111	25.83989		rsmH	316.503430953045	321.515989655697
pyrE	209.26458	242.78454		rsmI	448.12578418193	471.678336207219
pyrF	132.39504	129.75221		ruvC	235.1840910192	208.162506941903
pyrG	685.98088	670.5569		ryfB	164.93429759788	217.497388396799
pyrH	672.91692	647.23096		sad	25.252719430633	26.4542996824763
pyrI	52.87204	24.54383		sanA	48.7167045682628	65.9665513385768
qmcA	66.52202	53.29838		sapA	138.68258964688	98.0687497078584
qor	62.06017	56.59947		sapB	54.4658808837721	77.5075594291287
qseB	92.52608	88.03912		sapC	98.4175849863895	95.6238389850335
qseC	36.18798	35.17557		sapD	52.9849354820985	45.3947287564872
qseD	13.39193	11.3343		sapF	65.1970767456305	86.3078553484501
queA	136.84529	144.56955		sbcB	110.533699440596	79.26580029461
queC	70.1922	55.04184		sbcC	50.1563783924918	48.8399740153632
queD	66.74012	54.77402		sbcD	14.5785649580836	9.2878231774771
queF	57.54272	54.75224		sbmA	43.0909426156624	34.3394671161191
radA	185.45357	107.9689		sbmC	37.0000287860224	30.6196368175132
raiA	1392.76094	1411.68163		scpA	8.17623013733082	3.72325357742537
rarA	109.04859	115.76322		scpB	22.3129944587463	20.370424808743
rarD	82.2454	102.54971		scpC	11.858021395926	6.85365643309031
ravA	16.31722	10.69239		sdaA	526.782827419457	525.505533425871
rbbA	22.31989	18.34096		sdaB	474.346860269928	511.526357548212
rbfA	182.29018	155.76233		sdaC	720.554048963143	693.748210907657
rbn	53.21761	42.92533		sdhA	2322.52133153959	2225.14576676074
rbsA	8.10986	15.22516		sdhB	3253.21592012332	3263.23605612352
rbsB	95.95297	108.28011		sdhC	2743.12521107449	2776.72375691047
rbsC	12.64331	4.96124		sdhD	1763.880682644	1816.08915066982
rbsD	87.23887	86.36444		secA	505.530326783747	538.779198126596
rbsK	13.13273	5.05224		secB	1761.29624208335	1765.72615870761
rbsR	24.59908	12.36552		secD	768.711637018693	726.408435122465
rcsC	39.22947	55.12423		secE	1278.8134949169	1250.2714600913
rcsF	422.19306	419.35341		secF	451.080597854285	541.573950628395
rdgB	267.29755	319.51423		secG	1948.66818273051	1980.5675498136
rdgC	107.13546	113.96126		secM	649.556060910171	751.155522539202
rdoA	148.4917	136.43506		selA	100.793181865371	101.451638763117
recA	460.01665	465.19811		selB	76.0455876187517	63.7228795705495
recB	103.41611	104.7224		selC	923.053349714453	933.226160654871
recC	112.38252	137.21519		selD	167.988636442286	171.899568453437
recD	60.16474	46.18859		seqA	481.813561664138	516.588647969496
recE	4.69567	2.13161		serA	355.596383709948	367.082455046832
recF	227.4384	175.19796		serB	307.684449904818	307.723161866428
recG	199.45102	169.82905		serC	869.65356915246	1017.30147224862
recJ	133.82664	98.50587		serS	1342.81775004864	1423.86103801019
recN	80.83506	89.48606		serT	398.591219194878	570.704962414733
recO	83.76846	92.46778		serU	584.600454819154	430.03578819263
recQ	133.48024	146.10969		serV	15840.7865176803	15594.9902336792
recR	1088.32652	947.10831		setA	14.8753296391642	10.4538870721127
recX	24.37813	16.00582		sfsA	124.383075493437	177.711091295916
relA	180.3327	183.36038		sfsB	125.720527918098	83.122636990639
rep	102.68473	90.68746		sgcC	26.6940846949385	36.9057947710978
rfaD	183.26708	207.31514		sgcQ	86.9294356608407	110.382703643001
rfaE	127.75567	138.81682		sgcR	67.1954545769142	80.5679620507767
rfaH	149.85819	111.84358		sgrR	31.7717638488671	30.8605953504783
rfbB	67.47758	58.92699		sgrS	2163.27921607088	2300.21109331009
rfbD	13.57049	11.93788		shiA	93.2164734335781	103.46817796776
rfe	177.00641	190.58204		sibB	257.911965361391	173.629208074099
rffA	237.57359	252.33595		sirA	356.463691962899	304.046789851642
rffC	201.32047	203.26107		sixA	288.691582626743	243.807033061886
rffD	270.76515	307.85705		slmA	146.884536386722	197.768612211704
rffE	172.78079	137.31551		slt	54.2972558655561	49.1540796156713
rffG	194.40872	215.36641		slyA	201.586363730743	188.361324302765
rffH	138.4744	153.06799		slyB	1349.07797265959	1520.00783116698
rffM	164.82378	137.00503		slyD	2403.68714925642	2290.76956303966
rffT	113.08743	93.88466		slyX	80.0822540848156	39.7986480429416
rhaR	14.38568	27.26544		smf	93.5360727710646	91.3996699031638
rhlB	684.95607	729.95056		smg	111.000086358067	172.620227666986
rhlE	134.21365	143.60799		smpA	974.334091365257	930.935869802968
rho	3402.31602	3772.24162		smpB	544.658808837721	571.648061389604
rhoL	6346.20031	6039.06176		smtA	66.938983376239	96.3809308097123
rhsD	8.55882	4.55846		sodA	7653.46489159375	7602.66571597398
rhtB	78.66951	114.14809		sodB	753.351101571074	854.081264411787
ribA	144.66006	98.95381		sodC	33.5977272884571	24.1998108776983
ribB	560.24964	522.63959		sohA	52.1964691802816	41.9385454577741
ribC	95.12027	117.34261		sohB	66.8114805507604	82.7526350918301
ribD	276.57251	302.1734		solA	313.458688911074	356.338700081424
ribE	622.341	771.25935		soxS	108.259343485028	100.848891025113
ribF	492.68662	452.7998		speA	1162.10409076342	1142.50105282209
rihA	313.16518	319.12886		speB	552.228442663044	566.602334159884
rihC	160.17629	124.06315		speC	65.6854443617027	70.680373828477
rimI	81.96941	103.92244		speD	308.845523300685	300.551741905069
rimJ	125.26607	122.93958		speE	262.969062721419	241.359268995081
rimK	135.25407	142.77866		speG	218.83439485209	243.790978727742
rimM	2803.08508	2932.06446		spf	965.395246490346	1286.0916306449
rimN	149.20435	171.43407		sppA	113.331267493212	124.161709943878
rimO	64.47518	64.39587		spr	742.349783897338	842.749336113833
rimP	647.06978	666.5143		spy	72.1728956566857	90.6178441095214
rlmB	150.16527	142.0701		sra	381.261166186405	604.32047874896
rlmD	28.14157	31.90129		srlA	62.1915377467185	94.1520223958979
rlmE	1783.55028	1931.19241		srlD	44.9692657553195	38.3468268088437
rlmF	39.5257	37.06829		srlE	36.5375284261971	19.4779974748708
rlmG	75.1927	88.3791		srlR	45.3178647146631	60.1240512284824
rlmH	365.35938	405.93888		srmB	289.015955191492	322.871974200807
rlmI	102.54779	155.93564		sroA	188.580791877146	113.123853652823
rlmL	144.77764	136.2864		sroC	860.761405868693	1014.31535054638
rlmM	110.93045	108.76588		sroG	823.933526926324	1100.60094161716
rlmN	232.63699	244.89587		ssb	489.888649289794	441.804857548926
rlpA	392.53487	324.42806		sseA	124.383075493437	99.7571198969311
rluA	18.50522	5.83763		sseB	428.85747650826	436.934229545785
rluB	153.36514	155.79702		sspA	1454.63962936221	1612.09341625029
rluC	127.22336	106.89278		sspB	774.771687109722	593.057100325895
rluD	161.8499	166.8053		ssrA	76771.0845212922	80372.140278192
rluE	37.34998	57.47503		ssrS	12554.5343575917	12495.0825986708
rluF	223.84315	229.85205		sstT	42.2602738423485	64.9494671495754
rmf	290.79624	152.51751		sthA	1840.17702052282	1754.95447747241
rmuC	51.31698	50.53939		stpA	173.214949576046	202.314014991859
rna	181.61252	234.52162		sucA	3573.94924734194	3577.72553735296
rnb	492.3248	496.24488		sucB	4679.68344374939	4806.82009846269
rnc	215.21484	241.29975		sucC	3501.59141318414	3386.15675489726
rnd	54.1376	59.75976		sucD	3789.82363813796	3665.41074679418
rne	559.68693	524.51294		sufB	47.1451979692866	26.268267111901
rng	191.09467	193.16399		sufC	23.4779299124158	30.9944038391848
rnhA	208.77679	233.52362		sufD	27.5754931518469	20.1337791108269
rnhB	204.58027	204.47102		sufS	86.1818852313249	94.0247313893738
rnk	148.58202	122.09458		sugE	165.452958911081	179.543805324136
rnpA	2340.90974	2443.0024		suhB	283.574847486903	313.328980802666
rnpB	33919.0289	31501.7799		surA	763.114812817543	725.467606107794
rnr	185.05215	195.60115		surE	529.362616568525	376.60380119888
rnt	131.93533	131.2413		sxy	55.6762337923004	63.9324747468919
rob	364.99942	282.6351		syd	32.1209041109425	0.84386928609229
rodZ	554.06148	564.81855		tadA	69.5952922403755	75.116086868965
rof	143.68755	145.6868		tag	62.1915377467185	45.340019461799
rpe	252.19497	339.75795		talB	2647.2473425773	2331.29239623296
rph	213.33523	217.99057		tam	23.1067373446306	33.8431609143692
rpiA	277.57823	270.85673		tas	370.640057810415	359.875393285602
rpiR	82.2454	80.85853		tatA	974.334091365257	1152.1659907198
rplA	4019.17528	4146.48329		tatB	611.791173647952	612.476566412919
rplB	6448.45971	6753.68984		tatC	609.429045564369	630.149886356915
rplC	6649.54071	6974.48788		tatD	156.7893940128	201.101163950235
rplD	5441.63263	5987.15325		tatE	429.853275602319	402.405687655744
rplE	6830.48059	7585.71807		tbpA	35.6463691962899	13.6181121224619
rplF	7959.32183	8446.48111		tdcC	26.3333538206826	30.6995464946074
rplI	3175.49495	3295.06441		tdcE	7.64183601070789	4.19930683303572
rplJ	10079.76849	10274.17306		tdh	1128.17631631767	1145.51965648291
rplK	3558.69526	3792.38119		tdk	28.3786628552987	20.1299692808617
rplL	9043.28637	10316.60024		tehA	17.6616451606995	16.1626887736045
rplM	5665.44285	5593.03026		tehB	29.5252754959169	45.6357122510818
rplN	7026.0124	6899.84464		tesA	307.684449904818	288.980816313657
rplO	6654.22019	7223.28906		tesB	81.4774153058054	74.7407479893447
