Gene	DPKM	RPKM		Gene	DPKM	RPKM
dkgB	30.3817	34.4407		dld	265.727479463252	279.534897492639
dksA	2249.8446	2275.44706		dmsA	14.3460234311449	18.3735711431996
dld	263.34345	313.93255		dmsB	56.7573257105975	90.7091208335125
dmlA	11.24626	11.16238		dmsD	85.5512860710957	53.6296083126407
dmsA	9.99055	8.77581		dnaA	449.692657553195	445.766136773751
dmsB	39.5257	28.23205		dnaB	297.254468552112	303.534895393734
dmsD	59.57777	67.33363		dnaC	95.0569845234397	84.8042894350062
dnaA	330.56325	264.91444		dnaE	287.013143192866	298.128867147612
dnaB	284.6353	292.84298		dnaJ	1783.26398684888	1631.91710389192
dnaC	115.84566	113.96293		dnaK	7758.07802326514	8045.44515147164
dnaE	224.42156	208.10646		dnaN	366.370857243611	346.19220103382
dnaG	202.85786	187.27955		dnaQ	47.9180700671438	38.5009597645139
dnaJ	1468.63672	1293.52987		dnaT	64.9556060910171	23.3220467141506
dnaK	6307.41142	6857.92211		dnaX	335.872932116595	306.095238545497
dnaN	310.60525	338.3606		dpiB	21.1428735920128	26.8702935337361
dnaQ	116.79521	88.28031		dppA	141.787423743451	142.361483275834
dnaT	158.3224	142.29167		dppD	106.93910758887	94.1951938785759
dnaX	265.50961	259.18411		dppF	34.9015196906958	33.3911939303801
dpiB	7.36193	13.68886		dps	347.976461201877	371.695119506775
dppA	167.09933	191.21599		dsbA	531.454958926504	558.426798890493
dppB	47.89585	75.60727		dsbB	231.197919984976	198.271141247006
dppC	40.57622	55.71004		dsbC	172.666801001438	189.982155774271
dppD	111.70831	102.98047		dsbG	46.9558598248316	70.264262103094
dppF	36.45804	35.37574		dsdA	65.9819926432454	98.7781065133964
dps	266.56322	280.98275		dtd	160.164508169631	134.561508250915
dsbA	350.62513	313.58861		dtpB	71.583729161529	66.9449541507356
dsbB	138.005	146.94503		dtpD	11.8340173040315	19.9752742852635
dsbC	223.31188	145.4292		dusA	118.271768316014	110.268432132727
dsbG	98.09994	121.06034		dusB	635.435276977341	651.65971120029
dsdA	73.51959	89.51703		dut	192.302781190511	165.793481154309
dsdC	26.0971	9.37039		dxr	146.51640471658	158.235360958516
dsdX	9.12813	7.11694		dxs	320.071102477476	278.891778133515
dtd	83.65371	119.86036		eamA	58.4600454819154	64.0787454231479
dtpB	58.15925	36.52323		eamB	29.8265538173038	25.5320689357566
dtpD	8.24119	11.73061		ebgA	39.6915924707476	19.6138903902925
dusA	94.13058	93.18706		ebgC	38.9733636546103	58.959271754188
dusB	467.80265	514.47706		ebgR	89.1159229907247	116.28072815168
dusC	38.65013	36.74279		ecnA	417.571753442253	654.866006821119
dut	294.62251	271.67979		eco	394.515644356484	359.069832640392
dxr	112.23715	85.51919		eda	191.224447838041	200.114005798362
dxs	242.56434	228.64927		edd	106.466970248521	85.6282826832239
eamA	40.71147	62.26493		efeB	193.028452062928	185.580920499796
eamB	62.31348	59.82437		efeO	310.957688733592	275.580178350394
ebgA	7.89747	1.60012		efeU_1	316.000245848191	121.06863406324
ebgR	86.88424	89.54685		efp	1422.83708580323	1531.16956519645
ecnB	166.16928	62.2216		elaB	229.255080321237	131.500206006617
eco	274.74001	238.61246		elbB	187.715742373123	236.951785870666
eda	342.43296	312.45824		emrA	134.562764536378	153.944275352419
edd	114.58527	127.73302		emrB	102.561483301606	120.90141033031
efeB	172.83173	167.8734		emrD	29.6000230288179	23.6208626877959
efeO	249.03295	279.27692		emrE	52.6667076413652	90.6285203559115
efeU_2	133.48024	128.20543		emtA	28.6568850401546	11.0420020310899
efp	947.78034	945.51742		endA	24.771205712676	27.3870148604316
elaA	52.87204	72.68227		eno	1471.62701097662	1616.38809230411
elbB	261.44983	219.36302		entB	20.4405753433271	33.1602271739447
emrA	62.47285	53.96895		entE	10.8864144286621	15.7063926808406
emrB	87.29556	81.80033		entF	18.0711114318131	20.998150307577
emrD	10.3067	17.47265		entS	42.057586677637	38.1505142117334
emrK	10.49265	17.8417		envC	153.109642928826	158.45989927733
emtA	79.82642	82.14844		envZ	246.284005356185	240.762830418269
endA	17.25062	14.51163		epd	670.571109939618	727.266406502242
eno	1382.12163	1437.81237		eptA	1120.12860868633	1167.50624652206
entB	14.23478	1.09524		eptB	62.1915377467185	68.5546540510984
entC	20.77116	31.21735		erfK	18.7974422771432	15.6794169443225
entD	19.38642	0.94469		erpA	1169.20090963831	1178.70316582509
entF	3.14617	1.2507		etk	8.04127173066236	12.4817979067832
entS	19.52589	10.86696		eutL	53.1454958926503	77.8974459401964
envC	145.39812	146.70022		eutR	33.3105672261626	38.4325160048698
envZ	198.59255	180.48858		evgS	19.5192138503891	23.4927433181193
epd	550.80229	493.19772		exbB	143.167458323058	96.8520834923635
eptA	854.34662	919.17707		exbD	164.6761844561	159.983552154996
eptB	93.8385	104.85728		exoX	105.81003707134	120.631941769722
era	229.17055	264.83554		exuR	180.571569056109	179.922814948677
erfK	26.18101	9.73626		exuT	24.7188352989071	30.2784938454868
erpA	601.82179	585.34817		fabA	1216.50961696471	1159.64956301945
etk	5.59993	4.2512		fabB	1235.27368831566	1200.2146899459
etp	81.96941	39.24246		fabD	735.465088320871	615.905711238254
eutA	8.69903	7.09473		fabF	3417.22971174481	3391.62039098985
eutB	26.90185	23.7344		fabG	2553.1530067612	2267.45667960412
eutC	27.50775	33.68729		fabH	588.2771872394	494.077505976034
eutG	10.28068	10.6786		fabI	1622.65525482123	1689.13432556652
eutR	23.19742	22.99465		fabR	572.16214726981	553.937943478628
evgA	39.71851	35.34761		fabZ	692.29001228584	998.970980403619
evgS	3.39829	3.25092		fadA	90.402132188529	75.6705708543426
exbB	265.87085	283.96065		fadB	104.10693031026	89.2226078812906
exbD	86.01016	128.45736		fadD	52.0107166209212	58.4594702322955
exoX	221.05778	227.44073		fadE	28.6920468622898	36.8413657281592
exuR	62.87486	59.42267		fadH	17.3729704255321	14.662385582348
exuT	43.03538	36.64387		fadI	66.8879238923517	86.1641392109838
fabA	1176.63219	1359.8431		fadJ	73.5860712359774	58.0684356017687
fabB	940.26499	877.55635		fadL	247.381038787615	274.045767557797
fabD	840.49494	875.14907		fadR	194.866818273051	141.31880440358
fabF	2645.26242	2745.83405		fbaA	2354.64072079937	2439.78472226417
fabG	1994.03137	1720.59785		fbaB	16.6552836130813	28.3321299200985
fabH	640.11751	593.44653		fbp	719.778337765325	715.381106609237
fabI	1532.48513	1543.76358		fdhD	21.0287933388185	29.5566735204339
fabR	623.66513	736.2225		fdhE	471.451979692866	373.350003132292
fabZ	857.08366	1077.44565		fdhF	40.8240541074828	44.2770121439023
fadA	73.44854	50.37657		fdnI	26.8165346247318	47.0263578995054
fadB	133.84594	136.25177		fdoG	695.542330709121	689.203479549135
fadD	28.97614	22.81479		fdoH	252.485246267409	294.45477705604
fadE	24.97636	17.12885		fdoI	248.179438366622	262.071169775411
fadH	18.14776	20.71193		fdx	887.339976064787	808.145486314382
fadI	37.26451	38.99358		feaB	11.6920090963831	19.3772078370132
fadJ	62.63304	68.73732		feaR	19.3576309542766	14.1548361376871
fadK	7.18015	12.17231		fecA	369.618352079207	355.588732387239
fadL	163.20858	171.10704		fecB	330.173014349688	264.010066532989
fadR	152.66803	155.61883		fecC	228.222399779249	232.182735992392
fbaA	2239.13105	2344.7672		fecD	183.260330664312	165.981681571215
fbaB	23.19742	32.3353		fecE	91.3438210654928	80.2417503777404
fbp	501.25238	531.81632		fecI	100.793181865371	89.8114561752876
fdhD	58.57766	47.9248		fecR	91.9183105061563	68.0584117469431
fdhE	393.982	353.5221		feoA	153.842224952409	232.228756233411
fdhF	11.37192	14.04325		feoB	135.953594143989	153.898389654424
fdnH	27.601	48.20694		feoC	74.0000575720448	96.8811789252535
fdnI	37.34998	30.0307		fepA	46.9558598248316	44.6326268662667
fdoG	516.39922	423.94539		fepB	36.6520661328623	21.0235439070139
fdoH	229.93191	248.05885		fepC	42.9853275602319	16.9394349340584
fdoI	268.84935	334.71251		fepD	104.704559072087	27.8896699876173
fdrA	7.32221	0.13146		fepG	52.9849354820985	26.1773691381106
fdx	690.64107	701.61785		ffh	270.40990200886	232.265107701324
feaB	8.14229	2.69385		ffs	19537.9625689559	18542.2620985032
feaR	26.96124	21.4012		fhlA	16.8715859976668	13.6112990404886
fecA	304.67942	297.03131		fhuA	70.3396269167431	70.2558786254989
fecB	162.30488	141.70331		fhuB	35.3767294898126	33.8071143192283
fecC	97.80534	97.23262		fhuC	65.932382122461	62.4056141789565
fecD	140.38439	127.25944		fhuD	19.6835169972779	27.967495043392
fecE	47.70876	65.29889		fhuE	8.00822540848156	4.9266167841703
fecR	25.6047	22.36014		fhuF	44.4563083512665	31.3397437529483
feoA	160.70319	101.66526		fic	29.0845997422465	18.2110630512752
feoB	78.8982	74.46506		fieF	194.219420205699	114.550349370249
feoC	51.53351	27.0945		fimB	29.0845997422465	16.8738870929648
fepA	59.94996	53.60425		fimD	6.65074465095738	0.99011436145982
fepB	25.52443	25.98868		fis	826.707713885672	878.325861285693
fepC	59.86981	56.0452		fiu	23.0460100454331	14.4132356580112
fepD	48.61071	51.8948		fixA	22.7470994093056	27.1909788254095
fepG	12.29954	8.51707		fixC	13.6270502288847	11.098159701941
fes	10.85639	15.70371		fklB	1044.93801102941	1165.73135935471
ffh	286.95312	297.64595		fkpA	1078.59862512759	1101.82030163131
ffs	10070.73297	10076.40086		fkpB	974.334091365257	844.627830817231
fhlA	5.87467	7.3074		fldA	396.339291402816	339.779756644668
fhuA	76.19795	60.27476		fldB	235.1840910192	308.639533260857
fhuB	18.47722	16.06475		flgA	797.182438389755	777.461887636135
fhuC	45.9152	66.92636		flgB	2102.87933388185	1972.5626692469
fhuD	27.41513	21.48024		flgC	1905.3644453365	2145.24907743008
fhuE	5.57691	10.9276		flgD	2368.63977383623	2424.46798279579
fhuF	15.47965	12.14843		flgE	2204.94464348663	2322.81826394371
fic	101.27232	105.50385		flgF	1925.46975198372	1655.39806315554
fieF	135.25407	157.79887		flgG	2553.42727392274	2517.17262811349
fimH	13.52541	18.94003		flgH	928.335486193506	1005.27347227076
fis	493.47241	707.37149		flgI	654.880290917631	625.596884820303
fiu	5.34973	4.52776		flgJ	595.771164146908	527.395460212356
fklB	649.02349	584.96482		flgK	586.734033121414	606.185853457362
fkpA	1291.95083	1370.3913		flgL	533.126200935706	547.244366956349
fkpB	1112.78028	894.95835		flgM	715.83729161529	669.841337961613
fldA	782.02831	905.14834		flgN	210.287933388185	196.952413271676
fldB	257.37139	277.65448		flhA	312.124340956835	306.946797900841
flgA	647.68254	643.46864		flhB	122.109755575802	135.238315524025
flgB	2196.66225	2332.16503		flhC	90.8705370185213	97.6811491499729
flgC	1447.51907	1620.79862		flhD	49.9658508392439	67.2751347523574
flgD	2053.12174	2138.21555		flhE	267.755933504956	253.531186468529
flgE	2050.72684	2019.96341		flk	123.259132040183	137.316003078578
flgF	1680.15606	1412.26825		fmt	536.500417397325	602.753221055862
flgG	1466.23698	1420.65643		fnr	582.271369341787	532.904574843623
flgH	1065.83687	1006.57685		focA	163.524602746616	158.954287343929
flgI	556.16767	517.81414		focB	41.3145197752052	49.295285328324
flgJ	557.51381	584.91213		folA	292.300227409577	390.519850810346
flgK	356.59685	346.67773		folB	47.5284922617198	65.5542360049741
flgL	371.26816	406.75089		folC	160.000000000066	175.944086199774
flgM	623.1348	676.7665		folD	283.197452161528	228.029151569848
flgN	234.31064	265.83992		folE	865.103812064219	871.286208166816
flhA	264.36022	280.785		folK	182.687642130986	200.77935795452
flhB	53.14814	50.10732		folM	97.0291211318098	82.5276149539799
flhC	168.75222	207.74393		folP	227.229858763629	266.149315740538
flhD	104.38839	106.55477		folX	531.454958926504	589.479891675897
flhE	93.23238	60.73487		fpr	352.168948686237	342.840254738579
flk	110.36243	104.66456		frdA	126.033265549735	130.894668807942
fmt	309.20107	396.33973		frdB	286.334916646116	275.929182851491
fnr	405.49277	430.4643		frdC	132.863739731626	180.539014613699
focA	170.81737	231.53393		frdD	146.150113704788	173.742137640326
focB	28.77136	24.20315		fre	124.91462709811	75.5341147097607
folA	101.77868	88.81628		frlA	26.2152670322491	28.0939726564559
folB	33.09876	48.55627		frlB	17.1437083524679	18.6913334834459
folC	269.48493	252.17089		frlC	21.1047095602583	30.5412643969538
folD	197.21821	171.7214		frlR	71.8771051007156	74.1169702278721
folE	730.25065	555.72982		frmA	300.200233555782	317.026866054171
folK	152.66803	167.19126		frmB	21.0287933388185	32.9635175087705
folM	50.67818	66.89362		frmR	63.5435276977341	6.12110982158247
folP	302.09927	358.10327		frr	1225.77514720145	1172.18056385392
folX	269.16677	312.46228		frsA	112.694063579596	96.0980720028855
fpr	294.29981	290.30159		fruR	296.662917370914	285.00950425702
frdA	101.27232	75.94615		frvB	12.0785217937842	18.3518322637302
frdB	216.02006	137.48418		frvR	20.0549041104341	22.8971313753223
frdC	123.3681	161.4446		frvX	32.7507257601767	35.0619415143051
frdD	101.77868	72.21897		fryA	7.02644777426868	1.83058102946582
fre	139.18453	173.53078		fsaA	26.452509267835	18.821594371176
frlB	23.8777	20.33144		fsaB	26.452509267835	31.2728029551848
frlC	14.69728	16.54776		fsr	186.727418001204	186.508589254306
frlD	15.53873	10.28189		ftnA	563.47031789798	587.814265845635
frlR	100.11018	96.58199		ftnB	69.5952922403755	71.3069546747984
frmA	176.04962	246.75324		ftsA	236.061941375905	210.038263532327
frmB	29.28883	20.54457		ftsB	281.057910970747	286.739751170109
frmR	177.00641	166.49329		ftsE	183.506869225743	129.938210611269
frr	1181.94601	1242.40204		ftsI	109.178353192032	113.732280065094
frsA	68.66996	60.3834		ftsK	167.028701376901	150.860881030609
fruA	14.43669	17.0319		ftsL	335.426490470006	345.459565407477
fruR	243.05357	278.7047		ftsP	161.354690289788	167.741565597077
frvA	27.32314	28.80116		ftsQ	316.570643403874	355.544674031104
frvB	8.41146	11.02377		ftsW	211.301369211742	225.935325896386
frvR	13.9662	4.42367		ftsX	198.731032799712	254.342123142731
frvX	22.80755	30.44647		ftsY	211.301369211742	210.510084450052
frwD	71.42364	58.61781		ftsZ	672.000000001805	696.995008888601
fryA	4.89321	3.539		fucI	148.12511524134	171.376975396305
fsaA	36.84296	17.76438		fucK	169.449407193958	151.808823237428
fsr	120.03383	134.40283		fucR	95.8361401342875	100.501142927532
ftnA	784.79949	1026.01465		fucU	80.0000000000328	106.111076578264
ftnB	72.69906	93.22586		fumA	1011.60370141748	1110.96774906322
ftsA	232.08441	220.20968		fumB	10.6484600149208	13.3815022130372
ftsB	391.45648	285.6297		fumC	137.406089807921	157.139400116685
ftsE	146.05013	118.92777		fur	1177.04789560903	1098.88299743295
ftsH	1685.26566	1582.59301		fusA	7355.18586417857	7734.29023078601
ftsI	255.7427	257.06153		fxsA	955.950429264025	973.102471447422
ftsK	149.98964	149.78943		G6740	85.9706551204638	143.420549108361
ftsL	266.96048	251.87489		G7034	258.672767619095	193.226152195698
ftsN	343.50306	319.37316		G7881	106.290991785301	105.181913562267
ftsP	129.65437	112.28273		gabD	48.4141163411308	45.8155795736627
ftsQ	205.76196	245.16315		gabP	12.5182110239648	8.16704043549275
ftsW	78.47995	63.88061		gabT	41.0726314861232	35.0090471038943
ftsX	80.73097	60.69558		gadC	22.8359552663732	34.6464380135664
ftsY	114.44993	114.1414		galF	274.644508975441	235.658993469655
ftsZ	402.87396	359.30025		galP	565.742375631439	552.104958740141
fucA	18.8479	21.65602		galR	169.941992679987	142.720210713155
fucI	116.90795	126.33616		galS	33.6945507100377	27.072720987151
fucK	109.5754	127.65188		galU	424.462376436349	411.543167959374
fucR	100.11018	103.55712		gapA	6779.25226221007	7207.0855484417
fucU	57.74677	24.88139		garD	11.1564972293732	11.7239855014348
fumA	704.47905	594.37414		gatA	1819.617309702	1931.3299175649
fumB	7.41557	3.55651		gatB	2153.79114933372	2256.610104081
fumC	304.46615	340.54691		gatC	1681.37298952411	1718.93124196836
fur	1229.54115	1548.46532		gatD	1617.33843408181	1529.20301379738
fusA	5994.11485	6333.52767		gatR_2	362.141874666733	379.656542883928
fxsA	384.07051	448.12207		gatY	1374.32387624152	1404.26264586294
G6336	132.18011	113.76945		gatZ	2957.71726547458	3052.25817005488
G7034	180.13926	166.50634		gcd	183.375299504126	192.189024059322
G7878	183.38502	137.90037		gcp	155.662842999183	124.275980632591
G7881	74.02086	71.3805		gcvA	95.5229501338487	99.5034955756173
gabD	33.71551	21.5095		gcvB	1882.1282935641	2170.0325095818
gabP	8.71766	9.43518		gcvH	1394.04723841491	1524.32328493281
gabT	38.13721	29.88118		gcvP	829.912963000051	821.012878006943
gadX	14.80417	10.51723		gcvR	336.680890209984	394.011847820473
gadY	116.3185	264.31397		gcvT	1089.11865555349	1140.27509754046
galF	191.26196	151.92437		gdhA	208.785876721126	172.553688395746
galP	499.04387	434.53758		ghrA	429.578608972541	425.914039424011
galR	165.68623	170.58165		ghrB	449.692657553195	362.419355195676
galS	46.92965	48.14431		glcB	24.2237757521749	22.5921524479652
galU	214.97808	203.48468		glcC	22.9255080321237	14.6055572320326
gapA	5861.47122	6285.81787		glcD	11.6920090963831	8.16556050199101
garD	7.76937	10.4413		gldA	47.6576457733006	40.0654461049034
garK	29.86172	25.9373		glgA	97.8410803044609	65.4392973166211
gatA	1213.25584	1486.74384		glgB	184.441844455974	173.423048360719
gatB	1028.50039	1127.87986		glgC	216.518686970057	190.113787810854
gatC	1233.95396	1288.36823		glgP	128.955982680696	136.127181289531
gatD	1325.76269	1533.81746		glgX	106.61406470866	108.108034392398
gatR_2	396.30638	278.58858		glk	199.708229907164	174.411882448726
gatY	1214.20185	1104.54265		glmM	445.659539548234	435.270048266724
gatZ	2166.12117	2321.14242		glmS	1427.95848800088	1427.51487711075
gcd	168.56696	185.95203		glmU	895.449274340061	905.009800943319
gcp	60.22407	61.04143		glmY	1715.67524783882	1823.18647197157
gcvA	39.91321	33.71242		glmZ	2141.26910776783	2391.04720064953
gcvB	1310.71086	1528.14744		glnA	1318.46060023043	1352.54860459345
gcvH	1158.71117	1151.91598		glnB	672.549195809646	871.216625257509
gcvP	556.70178	496.15778		glnD	85.2952403215376	98.683457086853
gcvR	554.1876	440.88512		glnE	104.94411543744	88.6177107903114
gcvT	780.76799	815.62261		glnG	74.6298452960622	61.1613715983186
gdhA	408.93221	367.14676		glnH	258.257229036574	254.431673306741
gfcD	5.82425	3.34599		glnL	133.622961101521	112.994097407757
ggt	7.00714	4.88818		glnP	159.436487677951	183.951997059672
ghrA	351.18524	456.18125		glnQ	169.800961980667	123.260356697675
ghrB	388.32483	402.45577		glnS	495.067051828833	501.293327098423
glcA	7.25695	9.71543		glnU	4442.96345662557	2778.33836014453
glcB	22.49253	20.85375		glnV	1870.72145542129	513.995156363572
glcC	15.96528	8.7625		glnW	2572.24200120428	1096.59125989121
glcF	9.9783	3.81312		glnX	1169.20090963831	203.755052024603
glcG	30.15665	44.70422		gloA	429.853275602319	533.121660563561
gldA	22.1258	36.3743		gloB	139.190584480751	110.871141064875
glgA	110.72158	112.56067		glpA	107.661225565222	64.064131824277
glgB	100.52216	100.71769		glpB	55.6762337923004	66.7664690993518
glgC	113.08743	146.95158		glpC	88.3527135746832	88.9460192233018
glgP	69.84812	89.63393		glpD	605.562224115458	604.980033320464
glgX	86.62016	111.36325		glpE	429.064553995709	333.118045844936
glk	63.21657	67.18747		glpF	1036.52562911197	1028.34250346891
glmM	228.20333	206.90623		glpG	211.047095602583	138.752521912333
glmS	900.99163	885.57601		glpK	1720.09676567067	1658.30744248073
glmU	775.03243	808.20663		glpQ	504.80819218367	475.048653474168
glmY	796.52883	1130.04338		glpR	277.280848135567	250.61138889355
glmZ	1846.21799	1979.23278		glpT	412.962793691235	409.303615023299
glnA	1134.72405	1165.62638		glpX	346.943890100388	303.940265376009
glnB	252.19497	305.66203		glrK	49.126088640265	58.7233744380693
glnD	63.96865	74.49531		glrR	105.096710978724	81.3651180308287
glnE	98.87686	92.92423		gltA	4398.16230027494	4476.3397892968
glnG	69.29613	69.89004		gltB	388.963411967948	332.091286022714
glnH	196.19987	275.70894		gltD	284.266605937432	303.867279611097
glnL	139.5822	136.00535		gltI	443.75612081982	492.348061760696
glnP	240.5678	244.23142		gltJ	189.344276864503	207.732489259718
glnQ	101.35637	116.32731		gltK	233.840181927662	251.82122147206
glnS	374.10543	331.11139		gltL	72.471130762705	73.618877553638
glnU	1628.45895	1018.65291		gltP	427.105355119017	434.220198177762
glnV	162.84589	128.21912		gltS	363.557496778081	398.414760530871
gloA	359.21889	330.74343		gltX	644.051348529576	637.575129122107
gloB	113.08743	109.01211		glyA	1440.5226518271	1338.41168072712
glpA	52.48256	40.8422		glyQ	1076.89557466686	920.284333304228
glpB	67.85246	108.58949		glyS	720.15998057432	706.394622228258
glpC	51.2739	68.56539		glyT	6547.52509397452	6424.42750717776
glpD	640.67857	570.83942		glyU	237.000184386143	424.432039987417
glpE	149.3999	93.01375		glyV	6692.13678542979	2968.62111304029
glpF	577.46771	582.30593		glyW	1846.10669942891	1408.52887392041
glpG	161.67011	136.33996		glyX	2999.92338657197	714.873872524168
glpK	1537.80915	1588.21879		glyY	1153.81668714307	214.209556148585
glpQ	351.54754	369.57537		gmhB	121.791761420657	108.322196771612
glpR	160.91492	137.92416		gmk	421.586866456121	484.62709875875
glpT	368.47029	369.40985		gmr	141.293161285596	174.831572463762
glpX	265.77223	191.41345		gnd	847.608335345468	837.590646702483
glrK	94.08114	80.06457		gnsA	806.345454922971	641.478877399413
glrR	118.9324	130.95029		gntK	631.102763725223	710.981449736091
gltA	3452.86564	3671.31117		gntR	193.692921777431	139.320616262206
gltB	308.42026	303.54734		gntT	519.348923415649	461.947951507229
gltD	215.17692	257.01484		gntU	379.270988585133	327.468793914397
gltI	456.82842	510.55529		gntX	307.684449904818	273.263133996674
gltJ	131.85902	162.32623		gor	246.284005356185	187.893764757114
gltK	126.65792	90.9553		gph	231.067373446306	190.260281313815
gltL	100.93754	50.5238		gpmA	1234.41530300459	1354.62089133056
gltP	371.79428	361.60737		gpmM	238.380767984509	273.668174964011
gltS	273.43527	245.3445		gpp	318.872975355902	315.157901772485
gltX	500.26811	549.14142		gpsA	722.153503011896	624.989862689272
glvG	19.11337	6.37262		gpt	343.882620481855	385.21529813007
glxK	10.65745	10.22263		greA	514.742538834475	643.395487987364
glyA	1441.45888	1364.16291		greB	110.301972607388	101.182050344066
glyQ	950.82718	852.71735		groL	7677.53967075792	7717.83968317328
glyS	708.02563	673.44851		groS	7575.94466959516	8025.55856900313
glyT	3419.76379	3032.98787		grpE	3100.15392707127	3320.80606400436
glyV	160.70319	139.72104		grxB	162.389015227543	156.132096269783
glyW	964.21911	877.48108		grxC	695.952922403755	700.270862575584
gmhB	63.61168	73.85042		grxD	1159.12159145177	1331.94582180353
gmk	665.47601	621.95993		gshA	585.72685261264	617.394714721
gmr	104.54608	88.3094		gsiA	85.8304093535462	67.6054475533936
gnd	494.78763	527.83092		gsiB	91.1657629347608	96.3518874733093
gnsA	421.15318	472.91873		gsiC	19.0423600918291	18.1766328963071
gntK	416.36734	363.01304		gsk	67.1954545769142	60.962927828074
gntP	9.08738	10.67436		gsp	122.577514720145	114.568866381965
gntR	36.78748	20.631		gspD	8.98003770843554	6.97931318156973
gntT	528.6	545.89668		gspE	11.8340173040315	15.5708688008345
gntU	218.58509	220.57531		gspI	46.3968614935836	85.934022300398
gntX	339.26228	328.07653		gst	57.8812331504113	76.7921050343983
gor	189.56562	206.39503		gstB	223.770509021686	187.693621954091
gph	321.82983	354.63266		guaA	566.817931478647	649.375063104569
gpmA	1184.03888	1130.86315		guaB	370.605605304576	374.956951848258
gpmM	189.72337	181.13115		guaC	151.189772798057	136.077963901951
gpp	353.65523	357.93609		guaD	26.5727479463252	25.7428079376676
gpsA	766.33362	588.42849		gudD	13.0783099512115	18.8114888171513
gpt	292.69687	220.56386		gutM	146.150113704788	112.628420717117
greA	179.2329	154.91207		gutQ	127.087055395468	94.0425054406761
greB	76.8141	113.14688		gyrA	473.820003335159	481.645459391928
groL	6562.77855	6466.94739		gyrB	559.18304374006	505.31748950482
groS	8225.37938	8436.88737		hcaD	43.7356948742509	35.5235298849897
grpE	2405.67799	2454.33753		hcaR	118.101101983667	72.8706226785451
grxB	75.39162	64.1463		hcaT	46.1526674857227	40.3832166387033
grxC	1308.58308	1200.62482		hcr	18.0990852885187	22.4670400178038
grxD	1403.84392	1090.12538		hda	70.4337897372475	74.6846911746859
gshA	400.05494	442.61844		hdfR	83.5143506884506	67.5130590094085
gshB	436.65303	430.95876		hdhA	45.6719105327464	50.9447623893567
gsiA	59.77215	56.60103		helD	59.7401924632712	57.9210524590352
gsiB	39.6798	57.23377		hemA	97.6659471058252	112.103033204551
gsiC	13.26107	24.35169		hemB	377.741832344684	393.057436076066
gsiD	26.78386	18.58139		hemC	502.681919748954	449.6658719424
gsk	65.51272	71.79292		hemD	355.020519120944	454.482829457967
gsp	52.53093	65.69597		hemE	329.352368912199	316.86657800344
gspD	12.50737	7.28164		hemF	77.9467273092205	59.0019340347627
gspE	8.24119	13.97105		hemG	192.725424665655	169.688048945058
gspJ	20.77116	31.90988		hemH	36.423704350103	25.916338666853
gspK	24.82407	14.80245		hemL	821.452629722465	816.598013098027
gspO	18.01393	11.2729		hemN	153.170424843446	153.668044244598
gst	80.61678	91.69733		hemX	341.26422489443	311.683691964912
gstB	311.66678	264.07988		hemY	278.381168961502	223.576011733398
guaA	735.28327	723.40718		hepA	126.693597019631	124.407436759373
guaB	274.74001	242.92563		hflC	942.341031648785	927.427039656725
guaC	152.08309	124.51546		hflD	273.177782625773	275.590358254289
guaD	18.50522	30.80183		hflK	1531.09642928826	1488.21271173211
gudD	27.32314	20.43878		hflX	999.434032828998	1089.44677661408
gutM	33.92623	32.71606		hfq	2327.0503541345	2065.30999640248
gutQ	50.57326	35.37719		hha	240.246762254447	203.376351232653
gyrA	376.44171	364.74215		higA	42.057586677637	26.7943675839447
gyrB	445.04468	475.59134		hinT	584.600454819154	414.677367185751
hcaR	82.2454	93.83105		hipA	53.0249845640956	64.544838093916
hcaT	107.13546	92.7352		hisA	237.642461308599	238.75268970383
hcp	7.38865	6.91665		hisB	98.528166542554	60.3982848585155
hda	81.74995	64.49283		hisC	81.8768144004417	55.317562123285
hdfR	116.3185	173.58656		hisD	40.3172727461485	33.8061795726144
hdhA	47.70876	36.0551		hisF	135.428676792082	157.043313899175
helD	47.54625	39.06722		hisG	77.9467273092205	67.5770524302705
hemA	136.02879	119.93785		hisH	178.05089994492	118.111714849861
hemB	263.05875	234.55971		hisI	229.255080321237	218.644187945162
hemC	635.30644	562.33366		hisJ	627.157576051199	737.370934484193
hemD	164.82378	243.70071		hisL	343.882620481855	287.59396199157
hemE	286.70052	263.88539		hisM	195.682160608922	248.262342356674
hemF	162.84589	161.31803		hisP	203.930391215984	230.57474431517
hemG	134.21365	181.0016		hisQ	280.812445546318	255.750125645856
hemH	88.77891	64.27415		hisR	6605.22591808654	6111.45480065964
hemL	715.07272	584.88378		hisS	839.073593975727	810.352452694362
hemN	177.77936	193.57435		hlpA	1515.6308087904	1622.35172518659
hemX	237.65581	249.08058		hmp	44.1763567873416	53.5159086301852
hemY	214.27091	231.69735		hns	3982.061069058	3866.31554912318
hepA	168.05562	160.90803		hofM	22.4846328776598	36.0332185161407
hflC	874.99287	904.93316		hokA	114.627540160618	144.549844770632
hflD	342.43296	311.38484		hokB	584.600454819154	552.903156247667
hflK	1366.74233	1388.74218		hokD	449.692657553195	530.407007529257
hflX	696.00412	762.75262		holA	526.820177307958	459.450438502802
hfq	2885.37629	3015.81143		holB	261.761397680218	282.831817696343
hha	446.15314	401.63234		holC	1224.50095266174	1222.62024884721
hicB	27.88457	63.79203		holD	296.536462589426	280.087146381501
